DATE,WTREGEN
2010-04-28,57.162
2010-05-05,76.667
2010-05-12,34.305
2010-05-19,21.159
2010-05-26,26.077
2010-06-02,33.135
2010-06-09,32.796
2010-06-16,29.199
2010-06-23,45.852
2010-06-30,40.112
2010-07-07,25.984
2010-07-14,18.262
2010-07-21,51.307
2010-07-28,41.603
2010-08-04,27.377
2010-08-11,36.113
2010-08-18,28.343
2010-08-25,18.823
2010-09-01,23.113
2010-09-08,23.062
2010-09-15,22.341
2010-09-22,77.377
2010-09-29,57.576
2010-10-06,58.125
2010-10-13,22.780
2010-10-20,49.934
2010-10-27,37.919
2010-11-03,34.276
2010-11-10,21.585
2010-11-17,21.787
2010-11-24,29.391
2010-12-01,35.378
2010-12-08,21.184
2010-12-15,30.093
2010-12-22,91.479
2010-12-29,87.472
2011-01-05,115.386
2011-01-12,89.107
2011-01-19,58.958
2011-01-26,91.704
2011-02-02,97.314
2011-02-09,81.217
2011-02-16,46.423
2011-02-23,40.558
2011-03-02,47.058
2011-03-09,35.841
2011-03-16,42.088
2011-03-23,87.280
2011-03-30,58.515
2011-04-06,54.802
2011-04-13,25.419
2011-04-20,73.268
2011-04-27,104.152
2011-05-04,115.026
2011-05-11,99.593
2011-05-18,91.448
2011-05-25,84.259
2011-06-01,65.992
2011-06-08,38.188
2011-06-15,41.336
2011-06-22,122.935
2011-06-29,107.983
2011-07-06,76.560
2011-07-13,50.339
2011-07-20,90.719
2011-07-27,77.019
2011-08-03,56.911
2011-08-10,23.425
2011-08-17,20.172
2011-08-24,20.782
2011-08-31,20.320
2011-09-07,20.192
2011-09-14,13.766
2011-09-21,64.915
2011-09-28,55.718
2011-10-05,43.655
2011-10-12,21.906
2011-10-19,43.403
2011-10-26,64.369
2011-11-02,57.775
2011-11-09,37.029
2011-11-16,29.786
2011-11-23,44.347
2011-11-30,43.770
2011-12-07,28.282
2011-12-14,21.484
2011-12-21,112.404
2011-12-28,98.652
2012-01-04,87.058
2012-01-11,78.263
2012-01-18,78.069
2012-01-25,111.236
2012-02-01,117.554
2012-02-08,87.962
2012-02-15,58.049
2012-02-22,55.795
2012-02-29,39.475
2012-03-07,36.963
2012-03-14,41.816
2012-03-21,102.488
2012-03-28,84.043
2012-04-04,54.899
2012-04-11,45.289
2012-04-18,53.427
2012-04-25,78.498
2012-05-02,120.748
2012-05-09,113.232
2012-05-16,99.876
2012-05-23,90.083
2012-05-30,67.804
2012-06-06,60.763
2012-06-13,41.885
2012-06-20,114.746
2012-06-27,129.149
2012-07-04,100.829
2012-07-11,86.400
2012-07-18,63.021
2012-07-25,45.537
2012-08-01,42.102
2012-08-08,35.622
2012-08-15,28.398
2012-08-22,24.038
2012-08-29,25.194
2012-09-05,30.048
2012-09-12,47.019
2012-09-19,64.716
2012-09-26,73.239
2012-10-03,83.297
2012-10-10,65.845
2012-10-17,58.473
2012-10-24,62.738
2012-10-31,53.905
2012-11-07,28.002
2012-11-14,38.664
2012-11-21,24.433
2012-11-28,27.904
2012-12-05,33.997
2012-12-12,38.980
2012-12-19,54.986
2012-12-26,55.563
2013-01-02,71.564
2013-01-09,59.644
2013-01-16,54.020
2013-01-23,72.207
2013-01-30,71.127
2013-02-06,64.279
2013-02-13,34.908
2013-02-20,24.877
2013-02-27,43.012
2013-03-06,36.793
2013-03-13,43.000
2013-03-20,71.366
2013-03-27,68.019
2013-04-03,76.144
2013-04-10,58.767
2013-04-17,82.572
2013-04-24,128.700
2013-05-01,157.054
2013-05-08,144.071
2013-05-15,89.999
2013-05-22,33.233
2013-05-29,13.502
2013-06-05,30.230
2013-06-12,43.056
2013-06-19,79.129
2013-06-26,97.212
2013-07-03,118.745
2013-07-10,88.690
2013-07-17,70.158
2013-07-24,58.403
2013-07-31,60.063
2013-08-07,60.845
2013-08-14,64.121
2013-08-21,51.174
2013-08-28,37.298
2013-09-04,32.432
2013-09-11,38.551
2013-09-18,48.099
2013-09-25,44.991
2013-10-02,37.961
2013-10-09,28.728
2013-10-16,35.301
2013-10-23,44.193
2013-10-30,31.806
2013-11-06,34.358
2013-11-13,45.639
2013-11-20,49.446
2013-11-27,53.744
2013-12-04,37.947
2013-12-11,28.992
2013-12-18,70.572
2013-12-25,99.122
2014-01-01,105.104
2014-01-08,119.258
2014-01-15,80.022
2014-01-22,77.798
2014-01-29,89.337
2014-02-05,80.081
2014-02-12,36.410
2014-02-19,41.184
2014-02-26,46.704
2014-03-05,45.394
2014-03-12,56.141
2014-03-19,88.345
2014-03-26,102.040
2014-04-02,96.163
2014-04-09,62.436
2014-04-16,65.457
2014-04-23,111.394
2014-04-30,84.126
2014-05-07,91.397
2014-05-14,71.250
2014-05-21,37.745
2014-05-28,33.573
2014-06-04,33.895
2014-06-11,46.921
2014-06-18,84.475
2014-06-25,107.244
2014-07-02,100.085
2014-07-09,63.826
2014-07-16,59.384
2014-07-23,64.138
2014-07-30,62.335
2014-08-06,71.513
2014-08-13,78.066
2014-08-20,42.803
2014-08-27,40.217
2014-09-03,42.868
2014-09-10,39.081
2014-09-17,66.417
2014-09-24,114.828
2014-10-01,119.237
2014-10-08,96.461
2014-10-15,79.790
2014-10-22,123.514
2014-10-29,118.424
2014-11-05,111.382
2014-11-12,107.205
2014-11-19,95.281
2014-11-26,79.769
2014-12-03,87.426
2014-12-10,60.092
2014-12-17,114.776
2014-12-24,175.093
2014-12-31,192.063
2015-01-07,176.817
2015-01-14,158.268
2015-01-21,170.152
2015-01-28,201.192
2015-02-04,167.272
2015-02-11,158.907
2015-02-18,118.836
2015-02-25,68.114
2015-03-04,49.803
2015-03-11,39.431
2015-03-18,60.686
2015-03-25,85.907
2015-04-01,75.467
2015-04-08,55.206
2015-04-15,50.447
2015-04-22,150.028
2015-04-29,219.702
2015-05-06,227.506
2015-05-13,216.211
2015-05-20,181.641
2015-05-27,175.577
2015-06-03,185.794
2015-06-10,178.468
2015-06-17,207.648
2015-06-24,239.498
2015-07-01,227.457
2015-07-08,182.596
2015-07-15,176.411
2015-07-22,194.772
2015-07-29,196.825
2015-08-05,203.501
2015-08-12,196.323
2015-08-19,177.883
2015-08-26,128.581
2015-09-02,120.354
2015-09-09,85.792
2015-09-16,117.411
2015-09-23,153.512
2015-09-30,145.165
2015-10-07,83.381
2015-10-14,66.439
2015-10-21,60.403
2015-10-28,47.100
2015-11-04,29.795
2015-11-11,107.125
2015-11-18,133.021
2015-11-25,163.491
2015-12-02,212.756
2015-12-09,186.624
2015-12-16,196.343
2015-12-23,267.608
2015-12-30,290.467
2016-01-06,333.220
2016-01-13,302.983
2016-01-20,285.318
2016-01-27,341.996
2016-02-03,350.858
2016-02-10,317.303
2016-02-17,266.760
2016-02-24,237.950
2016-03-02,237.207
2016-03-09,211.443
2016-03-16,235.634
2016-03-23,296.956
2016-03-30,284.660
2016-04-06,264.323
2016-04-13,239.635
2016-04-20,268.785
2016-04-27,346.166
2016-05-04,336.357
2016-05-11,315.369
2016-05-18,295.339
2016-05-25,268.619
2016-06-01,267.948
2016-06-08,236.351
2016-06-15,231.257
2016-06-22,316.838
2016-06-29,337.093
2016-07-06,303.297
2016-07-13,316.064
2016-07-20,329.150
2016-07-27,325.499
2016-08-03,298.813
2016-08-10,259.832
2016-08-17,260.810
2016-08-24,254.376
2016-08-31,274.195
2016-09-07,236.154
2016-09-14,243.082
2016-09-21,340.448
2016-09-28,351.700
2016-10-05,347.760
2016-10-12,356.185
2016-10-19,391.988
2016-10-26,429.027
2016-11-02,417.665
2016-11-09,376.217
2016-11-16,400.625
2016-11-23,399.665
2016-11-30,409.360
2016-12-07,343.355
2016-12-14,324.525
2016-12-21,388.497
2016-12-28,380.679
2017-01-04,387.989
2017-01-11,372.492
2017-01-18,366.090
2017-01-25,390.842
2017-02-01,374.841
2017-02-08,305.735
2017-02-15,309.919
2017-02-22,258.292
2017-03-01,175.496
2017-03-08,88.220
2017-03-15,38.579
2017-03-22,70.827
2017-03-29,65.187
2017-04-05,89.210
2017-04-12,122.218
2017-04-19,164.543
2017-04-26,234.219
2017-05-03,244.655
2017-05-10,199.013
2017-05-17,186.080
2017-05-24,167.165
2017-05-31,170.984
2017-06-07,152.444
2017-06-14,153.646
2017-06-21,212.275
2017-06-28,208.365
2017-07-05,177.006
2017-07-12,171.033
2017-07-19,180.400
2017-07-26,191.404
2017-08-02,180.348
2017-08-09,149.862
2017-08-16,130.954
2017-08-23,82.077
2017-08-30,61.057
2017-09-06,37.563
2017-09-13,70.232
2017-09-20,127.782
2017-09-27,164.652
2017-10-04,160.433
2017-10-11,169.766
2017-10-18,178.974
2017-10-25,196.332
2017-11-01,193.546
2017-11-08,177.780
2017-11-15,174.631
2017-11-22,163.579
2017-11-29,172.282
2017-12-06,127.586
2017-12-13,76.208
2017-12-20,155.612
2017-12-27,190.283
2018-01-03,211.566
2018-01-10,206.215
2018-01-17,227.665
2018-01-24,269.118
2018-01-31,270.244
2018-02-07,203.936
2018-02-14,197.681
2018-02-21,214.677
2018-02-28,202.620
2018-03-07,195.071
2018-03-14,249.929
2018-03-21,316.454
2018-03-28,318.858
2018-04-04,303.916
2018-04-11,294.083
2018-04-18,275.246
2018-04-25,359.599
2018-05-02,399.984
2018-05-09,353.741
2018-05-16,337.258
2018-05-23,326.445
2018-05-30,325.351
2018-06-06,294.069
2018-06-13,281.188
2018-06-20,352.777
2018-06-27,373.94
2018-07-04,336.026
2018-07-11,326.476
2018-07-18,324.457
2018-07-25,348.886
2018-08-01,351.523
2018-08-08,326.471
2018-08-15,342.799
2018-08-22,348.393
2018-08-29,342.543
2018-09-05,323.764
2018-09-12,303.654
2018-09-19,335.878
2018-09-26,370.031
2018-10-03,368.007
2018-10-10,324.721
2018-10-17,332.923
2018-10-24,369.576
2018-10-31,373.368
2018-11-07,319.984
2018-11-14,341.094
2018-11-21,330.202
2018-11-28,340.596
2018-12-05,337.564
2018-12-12,334.967
2018-12-19,350.714
2018-12-26,374.085
2019-01-02,379.902
2019-01-09,356.698
2019-01-16,351.18
2019-01-23,389.626
2019-01-30,403.276
2019-02-06,352.375
2019-02-13,359.109
2019-02-20,333.896
2019-02-27,310.574
2019-03-06,220.045
2019-03-13,245.972
2019-03-20,303.623
2019-03-27,310.868
2019-04-03,310.188
2019-04-10,262.617
2019-04-17,285.264
2019-04-24,378.602
2019-05-01,400.498
2019-05-08,348.357
2019-05-15,323.786
2019-05-22,282.864
2019-05-29,247.777
2019-06-05,223.638
2019-06-12,187.56
2019-06-19,198.398
2019-06-26,248.302
2019-07-03,245.306
2019-07-10,211.115
2019-07-17,197.005
2019-07-24,193.362
2019-07-31,163.763
2019-08-07,131.704
2019-08-14,129.957
2019-08-21,125.725
2019-08-28,145.957
2019-09-04,148.74
2019-09-11,185.342
2019-09-18,250.226
2019-09-25,314.189
2019-10-02,335.171
2019-10-09,318.191
2019-10-16,324.604
2019-10-23,377.985
2019-10-30,389.872
2019-11-06,377.029
2019-11-13,381.955
2019-11-20,368.813
2019-11-27,360.941
2019-12-04,346.971
2019-12-11,326.865
2019-12-18,332.592
2019-12-25,367.82
2020-01-01,382.553
2020-01-08,367.002
2020-01-15,350.987
2020-01-22,403.941
2020-01-29,432.061
2020-02-05,413.322
2020-02-12,411.237
2020-02-19,428.805
2020-02-26,439.365
2020-03-04,374.515
2020-03-11,380.556
2020-03-18,362.576
2020-03-25,390.252
2020-04-01,429.267
2020-04-08,698.578
2020-04-15,889.815
2020-04-22,901.331
2020-04-29,997.507
2020-05-06,1127.49
2020-05-13,1177.494
2020-05-20,1194.41
2020-05-27,1310.491
2020-06-03,1434.823
2020-06-10,1506.558
2020-06-17,1560.85
2020-06-24,1623.942
2020-07-01,1657.62
2020-07-08,1653.098
2020-07-15,1655.32
2020-07-22,1804.944
2020-07-29,1816.687
2020-08-05,1745.228
2020-08-12,1669.733
2020-08-19,1643.505
2020-08-26,1622.69
2020-09-02,1639.159
2020-09-09,1611.083
2020-09-16,1614.855
2020-09-23,1680.688
2020-09-30,1679.152
2020-10-07,1697.074
2020-10-14,1680.998
2020-10-21,1724.792
2020-10-28,1680.933
2020-11-04,1621.346
2020-11-11,1600.837
2020-11-18,1556.892
2020-11-25,1517.215
2020-12-02,1531.053
2020-12-09,1534.243
2020-12-16,1529.698
2020-12-23,1602.407
2020-12-30,1591.055
2021-01-06,1669.327
2021-01-13,1589.421
2021-01-20,1626.906
2021-01-27,1633.54
2021-02-03,1625.325
2021-02-10,1608.906
2021-02-17,1567.041
2021-02-24,1529.977
2021-03-03,1429.549
2021-03-10,1360.064
2021-03-17,1272.583
2021-03-24,1061.138
2021-03-31,1025.727
2021-04-07,1010.103
2021-04-14,925.094
2021-04-21,1015.902
2021-04-28,967.689
2021-05-05,953.689
2021-05-12,898.779
2021-05-19,866.119
2021-05-26,812.473
2021-06-02,783.235
2021-06-09,730.235
2021-06-16,653.889
2021-06-23,734.689
2021-06-30,745.962
2021-07-07,753.364
2021-07-14,704.918
2021-07-21,678.103
2021-07-28,578.204
2021-08-04,492.668
2021-08-11,434.919
2021-08-18,338.808
2021-08-25,301.43
2021-09-01,277.65
2021-09-08,253.496
2021-09-15,230.328
2021-09-22,308.022
2021-09-29,197.744
2021-10-06,135.582
2021-10-13,77.858
2021-10-20,83.386
2021-10-27,213.291
2021-11-03,280.205
2021-11-10,259.293
2021-11-17,211.453
